" "," ","編號","股票","類別","2019","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","收盤價",""
" "," ","163","1708 東鹼","化學","1.60","1.00","1.00","1.00","1.00","2.00","1.00","1.00","1.50","1.50","1.50","1.50","1.50","1.00","0.70","37.30"," "
" "," ","164","1709 和益","化學","0.50","0.50","1.50","2.00","1.18","0.60","0.60","0.30","1.80","1.20","1.00","0.50","0.64","0.75","0.80","20.60"," "
" "," ","165","1710 東聯","化學","0.30","1.75","1.75","0.20","0.50","1.00","1.20","1.20","3.00","2.40","1.70","1.00","2.40","1.70","2.30","21.25"," "
" "," ","166","1711 永光","化學","0.30","0.50","0.50","0.50","1.00","1.00","1.00","1.00","1.00","1.60","0.70","0.20","0.30","0.30","0.50","18.40"," "
" "," ","167","1712 興農","化學","1.30","1.30","1.00","1.00","0.60","0.90","0.80","0.80","0.80","0.80","0.80","0.80","0.60","0.60","0.20","22.50"," "
" "," ","168","1713 國化","化學","0.58","0.71","0.44","0.58","0.41","0.55","0.48","0.45","0.31","0.36","0.13","0.10","0.30","0.25","0.50","22.70"," "
" "," ","169","1714 和桐","化學","0.00","0.15","0.30","0.35","0.30","0.00","0.50","0.70","1.20","1.20","1.20","0.55","0.00","0.00","0.00","11.20"," "
" "," ","170","1717 長興","化學","1.40","0.90","1.20","2.00","2.30","1.80","1.70","1.10","1.00","2.00","2.70","1.60","2.40","2.40","2.20","36.20"," "
" "," ","171","1718 中纖","化學","0.00","0.75","0.75","0.00","0.60","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.83","0.00","0.00","9.98"," "
" "," ","172","1720 生達","生技","1.50","1.50","1.60","1.50","1.50","1.00","2.50","1.16","1.00","1.20","1.60","1.50","1.25","1.50","1.50","37.35"," "
" "," ","173","1721 三晃","化學","0.00","0.00","0.20","0.70","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","9.08"," "
" "," ","174","1722 台肥","化學","2.20","2.20","2.10","2.10","2.10","2.20","2.00","2.70","2.30","2.20","1.40","1.80","3.40","3.00","2.20","57.40"," "
" "," ","175","1723 中碳","化學","5.00","5.30","4.60","4.50","4.50","8.30","8.30","7.40","8.00","7.20","5.60","4.65","5.50","4.80","4.50","107.00"," "
" "," ","176","1724 台硝","化學","0.50","0.50","0.60","1.00","1.00","0.20","0.20","1.00","2.00","0.25","0.19","0.66","0.73","0.86","0.88","15.85"," "
" "," ","177","1725 元禎","化學","0.81","0.84","0.83","0.80","0.78","0.62","0.35","0.00","0.00","1.50","2.00","0.00","1.78","2.11","1.83","21.30"," "
" "," ","178","1726 永記","化學","3.20","3.50","3.50","4.00","3.80","3.80","4.20","3.50","2.50","2.50","2.50","1.80","2.13","2.50","2.20","76.00"," "
" "," ","179","1727 中華化","化學","0.20","0.60","0.60","0.60","0.50","1.00","1.00","1.10","1.30","1.48","0.80","0.80","0.50","0.50","0.80","17.35"," "
" "," ","180","1730 花仙子","化學","3.76","3.50","2.27","2.20","2.00","1.70","2.70","1.10","1.00","1.00","1.00","0.50","0.70","0.80","0.75","64.20"," "
" "," ","181","1731 美吾華","生技","0.60","0.50","0.60","0.55","0.50","0.60","0.40","0.35","0.35","0.45","0.50","0.30","0.25","0.50","0.45","18.10"," "
" "," ","182","1732 毛寶","化學","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.40","0.50","0.60","0.00","0.50","0.00","0.00","25.90"," "
" "," ","183","1733 五鼎","生技","1.10","0.85","1.50","1.50","2.24","2.50","3.30","4.50","4.99","4.20","3.10","3.00","4.00","3.34","2.26","22.70"," "
" "," ","184","1734 杏輝","生技","0.20","0.10","0.20","0.10","0.60","0.80","1.60","0.60","0.35","0.65","0.90","0.33","0.64","0.50","1.30","37.15"," "
" "," ","185","1735 日勝化","化學","0.65","0.15","0.50","0.50","1.00","0.60","0.50","0.60","0.28","0.50","1.10","0.00","0.80","0.30","0.70","17.65"," "
" "," ","186","1736 喬山","生技","1.40","0.65","0.30","1.15","1.00","1.55","7.00","1.55","2.00","0.75","0.30","0.50","1.20","5.00","4.50","65.60"," "
" "," ","187","1737 臺鹽","食品","1.50","1.80","1.50","1.50","1.12","1.00","0.50","0.26","0.68","0.60","0.60","0.00","0.50","1.30","1.00","32.60"," "
" "," ","188","1742 台蠟","櫃化學","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.00","2.63","4.65","3.78","3.65","2.77","19.15"," "
" "," ","189","1752 南光","櫃生技","1.70","1.20","1.60","1.60","1.20","0.49","1.00","0.80","0.20","0.00","0.20","1.00","1.20","1.50","2.00","36.50"," "
" "," ","190","1762 中化生","生技","0.80","1.20","0.50","0.50","1.50","0.50","1.00","1.50","1.50","2.00","2.50","0.00","-","-","-","68.40"," "
" "," ","191","1773 勝一","化學","4.20","5.00","4.60","4.00","3.00","2.60","3.24","3.00","2.60","4.00","2.50","1.50","3.00","2.00","1.50","125.50"," "
" "," ","192","1776 展宇","化學","0.85","0.80","1.50","1.60","1.59","1.20","1.70","1.50","1.10","1.50","3.00","1.50","2.50","1.50","1.20","20.45"," "
" "," ","193","1777 生泰","櫃生技","3.50","3.30","1.75","3.50","3.50","3.00","2.00","1.30","1.50","2.30","1.70","1.80","1.52","2.40","2.00","70.30"," "
" "," ","194","1781 合世","櫃生技","0.00","0.00","0.00","0.00","0.00","0.00","0.50","0.10","0.00","0.00","0.00","0.00","0.00","0.00","0.31","13.80"," "
" "," ","195","1783 和康生","生技","0.78","0.68","0.15","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-","-","-","-","-","64.00"," "
" "," ","196","1784 訊聯","櫃生技","0.12","0.28","0.00","0.00","0.41","0.70","1.03","1.16","0.00","0.00","2.09","1.27","1.55","0.46","0.00","44.90"," "
" "," ","197","1785 光洋科","櫃他電","1.00","0.40","0.00","0.00","0.00","0.80","0.97","1.51","2.00","4.50","4.00","2.20","7.95","3.89","1.50","47.05"," "
" "," ","198","1786 科妍","生技","1.86","1.60","0.20","0.00","0.50","0.00","1.40","0.60","0.00","0.00","0.00","0.00","-","-","-","55.80"," "
" "," ","199","1788 杏昌","櫃生技","6.00","6.00","6.00","5.00","5.00","5.00","5.00","4.00","3.50","3.50","3.20","3.00","3.80","3.50","3.50","133.50"," "
" "," ","200","1789 神隆","生技","0.27","0.49","0.48","0.70","0.70","0.60","1.60","1.60","1.30","0.10","-","-","-","-","-","24.35"," "
" "," ","201","1795 美時","櫃生技","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.30","0.70","0.70","2.00","1.00","0.80","103.00"," "
" "," ","202","1799 易威","櫃生技","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.00","1.80","1.96","1.75","2.26","15.60"," "
" "," ","203","1802 台玻","玻璃","0.00","0.30","0.50","0.00","0.00","0.00","0.10","0.10","0.90","1.60","0.50","0.50","1.20","1.20","1.20","34.70"," "
" "," ","204","1805 寶徠","營建","0.00","0.00","0.00","0.00","0.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","14.15"," "
" "," ","205","1806 冠軍","玻璃","0.00","0.00","0.00","0.00","0.00","0.00","0.10","0.00","0.50","1.18","1.00","0.15","0.80","0.60","0.00","12.10"," "
" "," ","206","1808 潤隆","營建","4.00","8.00","3.54","5.00","5.01","4.01","0.31","3.00","4.73","1.50","2.22","1.80","3.00","3.00","0.83","58.80"," "
" "," ","207","1809 中釉","玻璃","0.20","0.20","0.20","0.30","0.20","0.50","0.35","0.30","0.50","0.50","0.50","0.00","0.25","0.25","0.20","13.15"," "
" "," ","208","1810 和成","玻璃","0.00","0.20","0.30","0.00","0.20","0.30","0.33","0.00","0.45","0.00","0.00","0.00","0.00","0.00","0.00","11.20"," "
" "," ","209","1813 寶利徠","櫃生技","1.00","2.00","1.00","1.00","2.00","1.00","2.00","2.02","1.20","1.50","1.00","0.50","2.10","1.27","1.40","17.80"," "
" "," ","210","1815 富喬","櫃電零","0.00","0.60","0.65","0.50","0.35","0.20","0.15","0.00","0.18","0.99","0.00","0.25","1.21","2.00","2.30","17.15"," "
" "," ","211","1817 凱撒衛","玻璃","1.70","2.30","2.30","2.20","2.00","1.80","1.60","1.20","1.00","-","-","-","-","-","-","35.90"," "
" "," ","212","1903 士紙","造紙","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","65.50"," "
" "," ","213","1904 正隆","造紙","1.20","1.10","0.70","0.50","0.60","0.35","0.60","0.60","0.30","1.00","0.70","0.00","0.40","0.70","0.50","36.00"," "
" "," ","214","1905 華紙","造紙","0.00","0.35","0.50","0.35","0.60","0.10","0.00","0.00","0.00","1.30","0.00","0.15","1.10","0.60","0.90","25.20"," "
" "," ","215","1906 寶隆","造紙","0.50","0.50","1.00","1.50","0.15","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","21.70"," "
" "," ","216","1907 永豐餘","造紙","0.70","0.60","0.60","0.00","0.30","0.40","0.40","0.40","0.80","0.70","0.80","0.00","0.60","0.70","0.88","36.10"," "
" "," ","217","1909 榮成","造紙","0.30","0.50","1.75","1.50","1.00","0.90","0.80","0.40","0.00","0.71","0.51","0.00","0.51","0.81","0.61","30.20"," "
" "," ","218","2002 中鋼","鋼鐵","0.50","1.00","0.88","0.85","0.50","1.00","0.90","0.50","1.16","2.49","1.34","1.73","3.80","3.08","4.10","36.00"," "
" "," ","219","2006 東和鋼鐵","鋼鐵","1.35","1.20","1.40","1.30","1.10","1.30","1.60","1.30","1.60","1.20","1.02","1.80","3.20","3.10","2.59","42.65"," "
" "," ","220","2008 高興昌","鋼鐵","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","22.80"," "
" "," ","221","2009 第一銅","鋼鐵","0.00","0.00","0.00","0.00","0.00","0.40","0.50","0.00","0.00","1.10","0.60","0.00","0.90","1.40","0.30","52.40"," "
" "," ","222","2010 春源","鋼鐵","0.30","0.56","0.50","0.70","0.50","0.50","1.20","0.50","0.80","1.30","0.55","0.50","0.70","1.10","1.70","26.85"," "
" "," ","223","2012 春雨","鋼鐵","1.20","1.30","0.75","0.75","0.50","0.50","0.50","0.00","0.00","0.00","0.00","0.60","0.50","0.50","0.50","30.80"," "
" "," ","224","2013 中鋼構","鋼鐵","0.81","0.47","0.24","0.26","0.50","0.80","1.50","2.10","2.00","1.50","1.00","0.90","1.20","1.10","0.70","60.60"," "
" "," ","225","2014 中鴻","鋼鐵","0.00","0.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","0.00","1.77","0.25","0.00","44.00"," "
" "," ","226","2015 豐興","鋼鐵","3.00","4.00","3.50","3.00","2.50","2.50","3.00","2.50","3.00","2.75","2.00","2.00","3.30","3.25","2.75","69.60"," "
" "," ","227","2017 官田鋼","鋼鐵","0.00","0.40","0.90","0.35","0.00","0.00","0.00","0.00","0.25","0.00","0.00","0.00","0.00","0.00","0.00","25.60"," "
" "," ","228","2020 美亞","鋼鐵","1.85","1.40","1.42","0.80","0.00","0.80","0.51","0.20","0.00","1.60","1.45","1.00","2.65","2.70","1.20","32.25"," "
" "," ","229","2022 聚亨","鋼鐵","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18.75"," "
" "," ","230","2023 燁輝","鋼鐵","0.00","0.30","0.50","1.00","0.00","0.50","0.40","0.00","0.50","0.80","0.80","0.50","1.00","1.00","1.00","30.75"," "
" "," ","231","2024 志聯","鋼鐵","0.35","0.60","0.80","0.60","0.30","0.80","0.00","0.00","0.15","0.00","0.00","0.00","0.00","0.00","0.00","25.50"," "
" "," ","232","2025 千興","鋼鐵","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5.52"," "
" "," ","233","2027 大成鋼","鋼鐵","1.20","3.00","1.20","0.80","0.80","1.02","0.60","1.20","1.20","1.00","1.31","0.00","3.05","3.00","1.50","48.35"," "
" "," ","234","2028 威致","鋼鐵","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","46.40"," "
" "," ","235","2029 盛餘","鋼鐵","0.15","0.25","1.75","2.45","1.00","1.15","1.15","0.35","1.10","0.35","0.25","1.50","1.80","3.00","2.00","42.25"," "
" "," ","236","2030 彰源","鋼鐵","0.50","1.00","1.00","0.30","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","2.10","4.10","1.88","34.35"," "
" "," ","237","2031 新光鋼","鋼鐵","0.80","1.50","1.98","1.80","0.60","1.00","1.00","0.50","1.00","2.00","0.60","0.70","1.87","1.56","1.01","66.30"," "
" "," ","238","2032 新鋼","鋼鐵","0.35","0.13","0.10","0.40","0.20","0.25","0.75","0.00","0.20","0.60","0.20","0.00","0.50","3.00","0.00","30.55"," "
" "," ","239","2033 佳大","鋼鐵","0.20","0.20","0.20","0.30","0.00","0.00","0.00","0.70","0.70","0.80","0.00","1.30","0.30","0.20","0.00","21.70"," "
" "," ","240","2034 允強","鋼鐵","1.50","1.80","1.80","1.80","2.00","2.00","1.50","0.70","1.20","1.21","0.50","1.00","2.33","4.98","2.20","35.70"," "
" "," ","241","2035 唐榮","櫃鋼鐵","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","35.70"," "
" "," ","242","2038 海光","鋼鐵","0.00","0.00","0.00","0.50","0.00","0.00","0.00","0.28","1.10","0.30","0.00","2.00","1.50","1.00","1.00","42.90"," "
" "," ","243","2061 風青","櫃電器","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.20","1.00","1.00","0.70","0.26","1.00","0.30","19.55"," "
" "," ","244","2062 橋椿","其他","0.10","0.30","0.30","1.00","1.00","2.68","4.50","2.00","2.20","3.50","2.33","1.10","2.00","2.12","-","28.20"," "
" "," ","245","2063 世鎧","櫃鋼鐵","2.50","3.00","2.50","1.20","1.40","1.50","1.50","1.10","3.00","4.00","1.90","2.20","-","-","-","35.50"," "
" "," ","246","2064 晉椿","櫃鋼鐵","0.60","1.00","1.00","1.50","1.20","2.00","1.50","0.10","1.50","-","-","-","-","-","-","17.60"," "
" "," ","247","2065 世豐","櫃鋼鐵","3.86","2.70","1.58","3.00","2.00","1.50","2.00","1.50","2.50","-","-","-","-","-","-","53.10"," "
" "," ","248","2066 世德","櫃電機","2.30","3.00","3.02","5.00","6.00","5.50","5.00","1.50","1.00","-","-","-","-","-","-","52.10"," "
" "," ","249","2067 嘉鋼","櫃電機","0.00","0.40","0.00","0.00","0.00","1.00","1.00","2.00","-","-","-","-","-","-","-","12.55"," "
" "," ","250","2069 運錩","鋼鐵","0.50","2.50","1.54","1.65","0.60","1.00","-","-","-","-","-","-","-","-","-","34.15"," "
" "," ","251","2101 南港","橡膠","1.25","1.00","0.71","1.10","0.20","0.00","1.06","0.00","2.88","1.15","0.00","0.00","3.50","5.21","5.00","37.40"," "
" "," ","252","2102 泰豐","橡膠","0.00","0.00","0.00","0.10","0.40","0.30","1.00","0.60","0.70","0.50","1.00","0.00","1.00","1.00","1.00","28.70"," "
" "," ","253","2103 台橡","橡膠","0.50","0.98","0.96","1.00","1.06","1.52","1.87","2.60","6.00","4.50","3.20","2.80","4.40","2.75","2.65","31.50"," "
" "," ","254","2104 中橡","橡膠","0.20","2.80","2.80","2.00","1.15","3.30","1.15","2.20","1.60","1.60","1.40","1.50","2.00","1.20","1.05","22.70"," "
" "," ","255","2105 正新","橡膠","1.00","1.10","1.80","3.00","3.00","3.00","3.00","3.00","2.80","4.00","4.50","2.00","2.70","1.45","1.45","37.60"," "
" "," ","256","2106 建大","橡膠","0.80","1.00","1.20","2.00","2.40","2.75","2.50","2.10","2.00","2.20","2.33","0.75","0.75","0.65","0.55","33.15"," "
" "," ","257","2107 厚生","橡膠","0.82","0.68","0.65","0.55","0.87","2.80","2.00","1.80","1.60","2.60","1.20","0.50","0.35","0.35","0.00","22.10"," "
" "," ","258","2108 南帝","橡膠","2.10","1.80","1.50","1.50","2.50","0.50","0.80","1.00","2.00","1.50","1.60","1.60","2.00","1.30","1.20","110.00"," "
" "," ","259","2109 華豐","橡膠","0.00","0.00","0.00","0.20","0.40","1.20","0.28","0.00","0.00","0.00","0.00","0.00","0.10","0.00","0.00","17.15"," "
" "," ","260","2114 鑫永銓","橡膠","5.00","5.50","5.00","5.00","5.00","5.00","6.00","5.00","4.00","2.99","2.50","1.50","3.50","2.56","3.00","156.00"," "
" "," ","261","2115 六暉-KY","橡膠","2.70","1.50","1.50","2.00","2.20","2.10","1.00","1.05","-","-","-","-","-","-","-","43.50"," "
" "," ","262","2201 裕隆","汽車","0.00","0.67","0.58","0.50","0.90","0.70","0.70","0.80","1.00","1.00","0.35","0.08","0.75","0.99","1.65","36.95"," "
" "," ","263","2204 中華","汽車","0.00","1.70","1.80","1.60","1.50","1.15","1.10","0.90","1.20","1.00","0.30","0.00","0.40","1.00","1.65","65.40"," "
" "," ","264","2206 三陽工業","汽車","1.00","1.00","1.02","1.00","1.00","0.00","0.00","0.45","0.45","0.70","0.00","0.00","1.00","1.00","1.00","26.05"," "
" "," ","265","2208 台船","航運","0.00","0.00","0.00","0.00","0.50","0.50","0.50","0.80","1.30","1.80","1.83","1.10","0.00","-","-","23.85"," "
" "," ","266","2221 大甲","櫃其他","1.50","2.10","1.50","1.30","1.01","0.31","0.31","0.31","1.30","0.00","0.00","0.00","1.50","1.50","1.00","44.30"," "
" "," ","267","2228 劍麟","電機","5.00","5.00","5.24","4.75","4.47","3.50","3.50","2.20","7.41","1.50","1.00","1.00","-","-","-","68.70"," "
" "," ","268","2230 泰茂","櫃電機","0.00","0.15","0.00","0.20","0.60","0.80","0.60","0.90","0.70","0.20","0.35","0.71","1.06","-","-","15.30"," "
" "," ","269","2231 為升","電機","7.20","8.16","8.77","9.50","9.98","9.50","7.44","4.00","1.99","4.00","3.23","2.00","2.30","-","-","150.00"," "
" "," ","270","2233 宇隆","櫃電機","3.30","4.00","6.01","5.00","3.00","4.75","5.00","3.50","4.00","3.00","-","-","-","-","-","110.00"," "
" "," ","271","2235 謚源","櫃電機","3.00","3.00","3.50","4.00","5.00","4.00","2.00","1.50","1.00","0.60","-","-","-","-","-","40.00"," "
" "," ","272","2236 百達-KY","電機","0.42","1.02","1.52","2.00","1.39","1.33","1.00","-","-","-","-","-","-","-","-","25.95"," "
" "," ","273","2239 英利-KY","汽車","2.50","4.50","3.90","4.50","4.00","-","-","-","-","-","-","-","-","-","-","72.10"," "
" "," ","274","2243 宏旭-KY","汽車","0.00","0.00","0.50","1.00","-","-","-","-","-","-","-","-","-","-","-","12.50"," "
" "," ","275","2301 光寶科","電腦","3.20","2.92","2.92","2.92","2.24","2.02","2.76","2.39","2.32","2.92","2.30","1.45","3.00","3.36","2.41","58.40"," "
" "," ","276","2302 麗正","半導","0.00","0.00","0.00","0.00","0.02","0.65","0.10","0.00","0.00","0.22","0.00","0.00","0.00","0.00","0.00","17.60"," "
" "," ","277","2303 聯電","半導","0.80","0.59","0.71","0.50","0.57","0.55","0.50","0.41","0.50","1.11","0.50","0.00","1.20","0.70","0.51","58.40"," "
" "," ","278","2305 全友","電腦","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","7.80"," "
" "," ","279","2312 金寶","他電","0.30","0.30","0.31","0.30","0.30","0.00","0.00","0.10","0.10","0.10","0.00","0.00","0.80","0.70","0.70","12.20"," "
" "," ","280","2313 華通","電零","1.20","0.80","1.20","0.60","1.00","0.60","0.50","0.50","0.50","0.00","0.00","0.00","0.10","0.40","0.00","40.40"," "
" "," ","281","2314 台揚","通信","0.00","0.20","0.20","0.12","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.54","0.75","0.65","0.00","54.50"," "
" "," ","282","2316 楠梓電","電零","0.50","1.00","0.00","0.00","4.50","1.50","0.80","0.20","0.00","0.00","0.00","0.00","0.00","0.00","0.10","28.95"," "
" "," ","283","2317 鴻海","他電","4.20","4.00","2.00","4.50","5.00","4.30","3.00","2.50","2.50","2.00","3.20","2.60","4.50","5.00","5.00","109.00"," "
" "," ","284","2321 東訊","通信","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.80","0.80","6.35"," "
" "," ","285","2323 中環","光電","0.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","9.45"," "
" "," ","286","2324 仁寶","電腦","1.20","1.20","1.20","1.20","1.20","1.50","1.00","1.01","1.40","2.71","2.57","1.55","2.45","1.75","1.77","22.55"," "
" "," ","287","2328 廣宇","電零","1.00","1.10","0.80","0.70","0.35","0.29","0.35","0.40","0.00","0.40","0.60","0.60","1.20","0.80","1.00","40.00"," "
" "," ","288","2329 華泰","半導","0.15","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","26.45"," "
" "," ","289","2331 精英","電腦","0.00","0.00","1.00","0.00","2.00","5.00","3.00","0.50","2.47","0.00","0.50","0.25","0.62","0.00","0.65","21.90"," "
